"date","vehicle_type","direction","travel_type","hour_of_day","trip_count","avg_trip_length"
"20260309","32","N","exiting","13","256","21.56"
"20260309","32","N","exiting","14","320","20.34"
"20260309","32","N","exiting","15","309","19.2"
"20260309","32","N","exiting","16","260","22.46"
"20260309","32","N","exiting","17","225","23.07"
"20260309","32","N","exiting","18","139","23.48"
"20260309","32","N","exiting","19","89","20.02"
"20260309","32","N","exiting","20","78","18.66"
"20260309","32","N","exiting","21","75","19.59"
"20260309","32","N","exiting","22","51","24.25"
"20260309","32","N","exiting","23","24","22.42"
"20260309","32","N","passing","11","707","73.49"
"20260309","32","N","passing","12","608","79.31"
"20260309","32","N","passing","13","760","71.92"
"20260309","32","N","passing","14","834","70.49"
"20260309","32","N","passing","15","763","77.45"
"20260309","32","N","passing","16","811","71.37"
"20260309","32","N","passing","17","665","65.02"
"20260309","32","N","passing","18","437","76.34"
"20260309","32","N","passing","19","266","90.58"
"20260309","32","N","passing","20","268","83.74"
"20260309","32","N","passing","21","237","75.2"
"20260309","32","N","passing","22","147","83.96"
"20260309","32","N","passing","23","99","85.08"
"20260309","32","S","entering","11","252","22.2"
"20260309","32","S","entering","12","178","22.91"
"20260309","32","S","entering","13","301","22.17"
"20260309","32","S","entering","14","358","20.2"
"20260309","32","S","entering","15","329","21.95"
"20260309","32","S","entering","16","305","21.57"
"20260309","32","S","entering","17","259","20.81"
"20260309","32","S","entering","18","144","21.1"
"20260309","32","S","entering","19","102","17.52"
"20260309","32","S","entering","20","74","22.8"
"20260309","32","S","entering","21","55","20.37"
"20260309","32","S","entering","22","41","22.74"
"20260309","32","S","entering","23","40","20.57"
"20260309","32","S","exiting","11","225","48.3"
"20260309","32","S","exiting","12","182","49.96"
"20260309","32","S","exiting","13","199","47.58"
"20260309","32","S","exiting","14","274","39.32"
"20260309","32","S","exiting","15","229","42.45"
"20260309","32","S","exiting","16","223","34.04"
"20260309","32","S","exiting","17","227","30.64"
"20260309","32","S","exiting","18","121","40.46"
"20260309","32","S","exiting","19","102","37.46"
"20260309","32","S","exiting","20","90","47.41"
"20260309","32","S","exiting","21","70","44.27"
"20260309","32","S","exiting","22","55","61.51"
"20260309","32","S","exiting","23","26","50.89"
"20260309","32","S","passing","11","759","76.95"
"20260309","32","S","passing","12","683","77.68"
"20260309","32","S","passing","13","821","70.11"
"20260309","32","S","passing","14","911","66.05"
"20260309","32","S","passing","15","957","64.22"
"20260309","32","S","passing","16","911","56.34"
"20260309","32","S","passing","17","772","54.15"
"20260309","32","S","passing","18","475","59.75"
"20260309","32","S","passing","19","412","69.55"
"20260309","32","S","passing","20","319","72.15"
"20260309","32","S","passing","21","214","78.56"
"20260309","32","S","passing","22","159","74.59"
"20260309","32","S","passing","23","94","80.64"
"20260309","41","N","entering","11","9","192.16"
"20260309","41","N","entering","12","6","251.55"
"20260309","41","N","entering","13","10","242.91"
"20260309","41","N","entering","14","8","194.99"
"20260309","41","N","entering","15","13","175.85"
"20260309","41","N","entering","16","9","165.74"
"20260309","41","N","entering","17","10","194.97"
"20260309","41","N","entering","18","12","131.78"
"20260309","41","N","entering","19","13","172.49"
"20260309","41","N","entering","20","7","173.99"
"20260309","41","N","entering","21","5","262.1"
"20260309","41","N","entering","22","4","293.0"
"20260309","41","N","entering","23","4","232.88"
"20260309","41","N","exiting","11","5","15.4"
"20260309","41","N","exiting","12","2","28.0"
"20260309","41","N","exiting","14","1","11.1"
"20260309","41","N","exiting","15","2","7.8"
"20260309","41","N","exiting","16","4","13.4"
"20260309","41","N","exiting","17","6","16.53"
"20260309","41","N","exiting","18","7","9.27"
"20260309","41","N","exiting","20","5","21.06"
"20260309","41","N","exiting","21","1","29.8"
"20260309","41","N","exiting","22","1","11.1"
"20260309","41","N","passing","11","24","157.38"
"20260309","41","N","passing","12","19","170.83"
"20260309","41","N","passing","13","25","181.72"
"20260309","41","N","passing","14","18","176.96"
"20260309","41","N","passing","15","33","139.32"
"20260309","41","N","passing","16","21","136.41"
"20260309","41","N","passing","17","30","90.83"
"20260309","41","N","passing","18","19","80.01"
"20260309","41","N","passing","19","20","160.15"
"20260309","41","N","passing","20","11","107.82"
"20260309","41","N","passing","21","10","152.69"
"20260309","41","N","passing","22","7","187.49"
"20260309","41","N","passing","23","6","214.73"
"20260309","41","S","entering","11","3","13.2"
"20260309","41","S","entering","12","1","11.1"
"20260309","41","S","entering","13","5","14.48"
"20260309","41","S","entering","14","2","23.8"
"20260309","41","S","entering","16","10","13.77"
"20260309","41","S","entering","17","5","30.38"
"20260309","41","S","entering","18","4","23.1"
"20260309","41","S","entering","19","1","22.8"
"20260309","41","S","entering","20","1","50.2"
"20260309","41","S","entering","21","1","4.9"
"20260309","41","S","exiting","11","5","223.88"
"20260309","41","S","exiting","12","10","228.65"
"20260309","41","S","exiting","13","8","269.61"
"20260309","41","S","exiting","14","9","263.1"
"20260309","41","S","exiting","15","10","187.43"
"20260309","41","S","exiting","16","13","181.39"
"20260309","41","S","exiting","17","15","104.08"
"20260309","41","S","exiting","18","14","119.94"
"20260309","41","S","exiting","19","10","207.36"
"20260309","41","S","exiting","20","17","118.45"
"20260309","41","S","exiting","21","8","237.33"
"20260309","41","S","exiting","22","7","192.61"
"20260309","41","S","exiting","23","4","292.5"
"20260309","41","S","passing","11","17","135.69"
"20260309","41","S","passing","12","15","102.03"
"20260309","41","S","passing","13","29","197.26"
"20260309","41","S","passing","14","37","185.73"
"20260309","41","S","passing","15","35","165.59"
"20260309","41","S","passing","16","37","151.37"
"20260309","41","S","passing","17","33","150.25"
"20260309","41","S","passing","18","29","98.01"
"20260309","41","S","passing","19","28","102.4"
"20260309","41","S","passing","20","38","112.12"
"20260309","41","S","passing","21","13","185.68"
"20260309","41","S","passing","22","16","185.22"
"20260309","41","S","passing","23","11","198.47"
"20260309","42","N","entering","11","46","60.36"
"20260309","42","N","entering","12","38","46.2"
"20260309","42","N","entering","13","47","36.77"
"20260309","42","N","entering","14","56","44.2"
"20260309","42","N","entering","15","47","41.54"
"20260309","42","N","entering","16","43","48.82"
"20260309","42","N","entering","17","26","34.79"
"20260309","42","N","entering","18","14","64.93"
"20260309","42","N","entering","19","11","69.18"
"20260309","42","N","entering","20","5","122.08"
"20260309","42","N","entering","21","8","171.28"
"20260309","42","N","entering","22","14","116.31"
"20260309","42","N","entering","23","10","35.4"
"20260309","42","N","exiting","11","85","28.63"
"20260309","42","N","exiting","12","56","28.28"
"20260309","42","N","exiting","13","68","22.25"
"20260309","42","N","exiting","14","67","21.32"
"20260309","42","N","exiting","15","84","22.88"
"20260309","42","N","exiting","16","57","20.28"
"20260309","42","N","exiting","17","31","14.24"
"20260309","42","N","exiting","18","15","23.93"
"20260309","42","N","exiting","19","13","24.85"
"20260309","42","N","exiting","20","13","25.31"
"20260309","42","N","exiting","21","8","31.94"
"20260309","42","N","exiting","22","5","33.7"
"20260309","42","N","exiting","23","7","23.9"
"20260309","42","N","passing","11","242","99.2"
"20260309","42","N","passing","12","244","94.05"
"20260309","42","N","passing","13","313","97.35"
"20260309","42","N","passing","14","283","86.3"
"20260309","42","N","passing","15","270","91.21"
"20260309","42","N","passing","16","178","88.27"
"20260309","42","N","passing","17","128","129.03"
"20260309","42","N","passing","18","105","150.71"
"20260309","42","N","passing","19","89","172.6"
"20260309","42","N","passing","20","107","167.45"
"20260309","42","N","passing","21","88","157.85"
"20260309","42","N","passing","22","97","149.88"
"20260309","42","N","passing","23","87","164.19"
"20260309","42","S","entering","11","78","21.68"
"20260309","42","S","entering","12","52","26.64"
"20260309","42","S","entering","13","77","22.65"
"20260309","42","S","entering","14","67","21.79"
"20260309","42","S","entering","15","65","22.04"
"20260309","42","S","entering","16","61","19.69"
"20260309","42","S","entering","17","27","17.32"
"20260309","42","S","entering","18","20","20.83"
"20260309","42","S","entering","19","10","26.4"
"20260309","42","S","entering","20","10","25.44"
"20260309","42","S","entering","21","5","27.28"
"20260309","42","S","entering","22","3","29.83"
"20260309","42","S","entering","23","8","28.39"
"20260309","42","S","exiting","11","42","48.88"
"20260309","42","S","exiting","12","24","62.2"
"20260309","42","S","exiting","13","44","57.27"
"20260309","42","S","exiting","14","40","36.84"
"20260309","42","S","exiting","15","38","35.67"
"20260309","42","S","exiting","16","29","46.7"
"20260309","42","S","exiting","17","22","64.58"
"20260309","42","S","exiting","18","12","82.73"
"20260309","42","S","exiting","19","12","41.16"
"20260309","42","S","exiting","20","10","104.41"
"20260309","42","S","exiting","21","9","144.34"
"20260309","42","S","exiting","22","5","87.88"
"20260309","42","S","exiting","23","6","148.66"
"20260309","42","S","passing","11","345","91.83"
"20260309","42","S","passing","12","228","87.81"
"20260309","42","S","passing","13","255","87.46"
"20260309","42","S","passing","14","276","80.59"
"20260309","42","S","passing","15","228","88.96"
"20260309","42","S","passing","16","153","88.33"
"20260309","42","S","passing","17","110","99.58"
"20260309","42","S","passing","18","79","111.68"
"20260309","42","S","passing","19","90","133.53"
"20260309","42","S","passing","20","67","149.83"
"20260309","42","S","passing","21","61","138.15"
"20260309","42","S","passing","22","66","180.17"
"20260309","42","S","passing","23","78","162.45"
"20260309","5","N","entering","11","17","60.14"
"20260309","5","N","entering","12","11","25.95"
"20260309","5","N","entering","13","14","53.01"
"20260309","5","N","entering","14","17","103.37"
"20260309","5","N","entering","15","17","94.4"
"20260309","5","N","entering","16","11","105.81"
"20260309","5","N","entering","17","5","31.28"
"20260309","5","N","entering","18","6","118.0"
"20260309","5","N","entering","19","8","168.55"
"20260309","5","N","entering","20","9","138.51"
"20260309","5","N","entering","21","7","128.51"
"20260309","5","N","entering","22","10","166.28"
"20260309","5","N","entering","23","25","189.28"
"20260309","5","N","exiting","11","46","42.55"
"20260309","5","N","exiting","12","55","41.76"
"20260309","5","N","exiting","13","48","42.37"
"20260309","5","N","exiting","14","64","43.59"
"20260309","5","N","exiting","15","36","39.46"
"20260309","5","N","exiting","16","31","42.96"
"20260309","5","N","exiting","17","29","38.23"
"20260309","5","N","exiting","18","17","34.92"
"20260309","5","N","exiting","19","24","36.51"
"20260309","5","N","exiting","20","9","36.19"
"20260309","5","N","exiting","21","12","43.93"
"20260309","5","N","exiting","22","7","24.0"
"20260309","5","N","exiting","23","16","40.74"
"20260309","5","N","passing","11","391","121.9"
"20260309","5","N","passing","12","269","118.95"
"20260309","5","N","passing","13","284","112.0"
"20260309","5","N","passing","14","294","124.23"
"20260309","5","N","passing","15","265","129.93"
"20260309","5","N","passing","16","246","138.48"
"20260309","5","N","passing","17","139","163.62"
"20260309","5","N","passing","18","145","166.48"
"20260309","5","N","passing","19","228","155.91"
"20260309","5","N","passing","20","190","188.43"
"20260309","5","N","passing","21","160","192.9"
"20260309","5","N","passing","22","151","191.2"
"20260309","5","N","passing","23","201","173.5"
"20260309","5","S","entering","11","46","38.6"
"20260309","5","S","entering","12","47","42.97"
"20260309","5","S","entering","13","48","38.26"
"20260309","5","S","entering","14","53","40.08"
"20260309","5","S","entering","15","49","38.0"
"20260309","5","S","entering","16","48","42.31"
"20260309","5","S","entering","17","24","30.98"
"20260309","5","S","entering","18","14","26.96"
"20260309","5","S","entering","19","17","32.08"
"20260309","5","S","entering","20","15","31.62"
"20260309","5","S","entering","21","8","23.39"
"20260309","5","S","entering","22","6","32.97"
"20260309","5","S","entering","23","11","37.81"
"20260309","5","S","exiting","11","15","98.81"
"20260309","5","S","exiting","12","9","97.56"
"20260309","5","S","exiting","13","18","93.67"
"20260309","5","S","exiting","14","13","107.82"
"20260309","5","S","exiting","15","16","63.31"
"20260309","5","S","exiting","16","10","57.74"
"20260309","5","S","exiting","17","6","53.25"
"20260309","5","S","exiting","18","4","121.84"
"20260309","5","S","exiting","19","11","78.95"
"20260309","5","S","exiting","20","2","170.38"
"20260309","5","S","exiting","21","14","137.22"
"20260309","5","S","exiting","22","12","165.39"
"20260309","5","S","exiting","23","11","187.12"
"20260309","5","S","passing","11","411","120.57"
"20260309","5","S","passing","12","341","115.8"
"20260309","5","S","passing","13","340","108.97"
"20260309","5","S","passing","14","413","122.09"
"20260309","5","S","passing","15","366","140.9"
"20260309","5","S","passing","16","246","142.34"
"20260309","5","S","passing","17","173","145.69"
"20260309","5","S","passing","18","155","174.04"
"20260309","5","S","passing","19","129","165.06"
"20260309","5","S","passing","20","122","168.69"
"20260309","5","S","passing","21","97","198.34"
"20260309","5","S","passing","22","107","187.73"
"20260309","5","S","passing","23","118","194.2"
"20260310","31","N","entering","0","78","39.4"
"20260310","31","N","entering","1","61","52.14"
"20260310","31","N","entering","2","69","52.39"
"20260310","31","N","entering","3","44","57.81"
"20260310","31","N","entering","4","66","87.89"
"20260310","31","N","entering","5","98","62.24"
"20260310","31","N","entering","6","592","29.67"
"20260310","31","N","entering","7","1214","21.59"
"20260310","31","N","entering","8","849","32.35"
"20260310","31","N","entering","9","631","40.84"
"20260310","31","N","entering","10","561","43.85"
"20260310","31","N","entering","11","501","55.66"
"20260310","31","N","entering","12","521","50.94"
"20260310","31","N","entering","13","529","52.57"
"20260310","31","N","entering","14","541","43.9"
"20260310","31","N","entering","15","537","46.69"
"20260310","31","N","entering","16","605","38.42"
"20260310","31","N","entering","17","730","33.49"
"20260310","31","N","entering","18","580","37.62"
"20260310","31","N","entering","19","446","38.82"
"20260310","31","N","entering","20","355","39.76"
"20260310","31","N","entering","21","369","35.29"
"20260310","31","N","entering","22","202","44.77"
"20260310","31","N","entering","23","188","42.71"
"20260310","31","N","exiting","0","104","24.01"
"20260310","31","N","exiting","1","61","18.67"
"20260310","31","N","exiting","2","31","22.34"
"20260310","31","N","exiting","3","32","20.53"
"20260310","31","N","exiting","4","42","22.11"
"20260310","31","N","exiting","5","93","23.91"
"20260310","31","N","exiting","6","468","22.25"
"20260310","31","N","exiting","7","911","18.18"
"20260310","31","N","exiting","8","794","18.21"
"20260310","31","N","exiting","9","624","20.31"
"20260310","31","N","exiting","10","568","20.78"
"20260310","31","N","exiting","11","475","20.35"
"20260310","31","N","exiting","12","470","22.48"
"20260310","31","N","exiting","13","481","22.08"
"20260310","31","N","exiting","14","552","21.16"
"20260310","31","N","exiting","15","622","21.99"
"20260310","31","N","exiting","16","658","21.6"
"20260310","31","N","exiting","17","791","20.06"
"20260310","31","N","exiting","18","689","21.41"
"20260310","31","N","exiting","19","470","20.85"
"20260310","31","N","exiting","20","433","19.71"
"20260310","31","N","exiting","21","441","20.6"
"20260310","31","N","exiting","22","290","23.12"
"20260310","31","N","exiting","23","173","20.6"
"20260310","31","N","passing","0","272","87.07"
"20260310","31","N","passing","1","156","92.68"
"20260310","31","N","passing","2","127","105.62"
"20260310","31","N","passing","3","120","129.34"
"20260310","31","N","passing","4","168","125.07"
"20260310","31","N","passing","5","505","88.99"
"20260310","31","N","passing","6","2601","43.73"
"20260310","31","N","passing","7","3670","35.58"
"20260310","31","N","passing","8","3006","52.63"
"20260310","31","N","passing","9","2281","66.5"
"20260310","31","N","passing","10","1811","75.79"
"20260310","31","N","passing","11","1696","78.5"
"20260310","31","N","passing","12","1861","74.5"
"20260310","31","N","passing","13","1788","75.18"
"20260310","31","N","passing","14","1916","78.36"
"20260310","31","N","passing","15","2052","73.83"
"20260310","31","N","passing","16","2045","71.14"
"20260310","31","N","passing","17","2254","59.9"
"20260310","31","N","passing","18","1797","58.65"
"20260310","31","N","passing","19","1247","70.23"
"20260310","31","N","passing","20","1112","71.17"
"20260310","31","N","passing","21","1080","64.94"
"20260310","31","N","passing","22","764","65.18"
"20260310","31","N","passing","23","462","69.88"
"20260310","31","S","entering","0","93","21.06"
"20260310","31","S","entering","1","50","19.05"
"20260310","31","S","entering","2","36","22.55"
"20260310","31","S","entering","3","46","22.12"
"20260310","31","S","entering","4","71","27.31"
"20260310","31","S","entering","5","144","26.33"
"20260310","31","S","entering","6","556","24.42"
"20260310","31","S","entering","7","965","21.25"
"20260310","31","S","entering","8","809","20.37"
"20260310","31","S","entering","9","670","20.45"
"20260310","31","S","entering","10","570","18.84"
"20260310","31","S","entering","11","564","20.49"
"20260310","31","S","entering","12","568","23.24"
"20260310","31","S","entering","13","588","20.82"
"20260310","31","S","entering","14","569","20.34"
"20260310","31","S","entering","15","673","20.16"
"20260310","31","S","entering","16","864","20.23"
"20260310","31","S","entering","17","1046","17.66"
"20260310","31","S","entering","18","887","17.92"
"20260310","31","S","entering","19","580","17.53"
"20260310","31","S","entering","20","471","17.84"
"20260310","31","S","entering","21","424","20.93"
"20260310","31","S","entering","22","262","19.16"
"20260310","31","S","entering","23","159","21.52"
"20260310","31","S","exiting","0","95","53.22"
"20260310","31","S","exiting","1","64","61.91"
"20260310","31","S","exiting","2","46","57.17"
"20260310","31","S","exiting","3","32","60.89"
"20260310","31","S","exiting","4","33","106.35"
"20260310","31","S","exiting","5","78","54.32"
"20260310","31","S","exiting","6","278","49.91"
"20260310","31","S","exiting","7","833","27.43"
"20260310","31","S","exiting","8","652","41.94"
"20260310","31","S","exiting","9","571","52.06"
"20260310","31","S","exiting","10","519","54.25"
"20260310","31","S","exiting","11","551","51.49"
"20260310","31","S","exiting","12","535","48.55"
"20260310","31","S","exiting","13","501","48.55"
"20260310","31","S","exiting","14","548","47.19"
"20260310","31","S","exiting","15","598","44.97"
"20260310","31","S","exiting","16","768","40.24"
"20260310","31","S","exiting","17","896","32.56"
"20260310","31","S","exiting","18","737","28.14"
"20260310","31","S","exiting","19","647","30.54"
"20260310","31","S","exiting","20","541","40.36"
"20260310","31","S","exiting","21","328","45.83"
"20260310","31","S","exiting","22","259","45.71"
"20260310","31","S","exiting","23","161","49.13"
"20260310","31","S","passing","0","285","91.44"
"20260310","31","S","passing","1","179","90.43"
"20260310","31","S","passing","2","125","117.21"
"20260310","31","S","passing","3","93","154.46"
"20260310","31","S","passing","4","174","130.88"
"20260310","31","S","passing","5","405","114.57"
"20260310","31","S","passing","6","1218","68.63"
"20260310","31","S","passing","7","2260","52.86"
"20260310","31","S","passing","8","2150","65.23"
"20260310","31","S","passing","9","1904","74.82"
"20260310","31","S","passing","10","1823","79.09"
"20260310","31","S","passing","11","1706","74.77"
"20260310","31","S","passing","12","1786","73.58"
"20260310","31","S","passing","13","1943","72.63"
"20260310","31","S","passing","14","1980","72.6"
"20260310","31","S","passing","15","2200","67.31"
"20260310","31","S","passing","16","2472","58.19"
"20260310","31","S","passing","17","2924","46.5"
"20260310","31","S","passing","18","2582","44.58"
"20260310","31","S","passing","19","2162","47.48"
"20260310","31","S","passing","20","1636","58.36"
"20260310","31","S","passing","21","1207","66.89"
"20260310","31","S","passing","22","808","68.6"
"20260310","31","S","passing","23","384","82.67"
"20260310","32","N","entering","0","14","62.91"
"20260310","32","N","entering","1","14","62.95"
"20260310","32","N","entering","2","13","55.41"
"20260310","32","N","entering","3","9","38.04"
"20260310","32","N","entering","4","27","49.06"
"20260310","32","N","entering","5","33","48.47"
"20260310","32","N","entering","6","129","35.84"
"20260310","32","N","entering","7","256","32.61"
"20260310","32","N","entering","8","319","37.27"
"20260310","32","N","entering","9","274","39.72"
"20260310","32","N","entering","10","236","37.45"
"20260310","32","N","entering","11","190","41.37"
"20260310","32","N","entering","12","161","55.66"
"20260310","32","N","entering","13","227","45.91"
"20260310","32","N","entering","14","218","45.65"
"20260310","32","N","entering","15","203","45.42"
"20260310","32","N","entering","16","199","51.85"
"20260310","32","N","entering","17","185","42.14"
"20260310","32","N","entering","18","124","46.72"
"20260310","32","N","entering","19","71","41.4"
"20260310","32","N","entering","20","80","34.78"
"20260310","32","N","entering","21","56","34.48"
"20260310","32","N","entering","22","31","44.7"
"20260310","32","N","entering","23","35","42.65"
"20260310","32","N","exiting","0","22","21.94"
"20260310","32","N","exiting","1","17","19.75"
"20260310","32","N","exiting","2","14","24.19"
"20260310","32","N","exiting","3","14","24.63"
"20260310","32","N","exiting","4","20","38.88"
"20260310","32","N","exiting","5","48","27.23"
"20260310","32","N","exiting","6","136","23.19"
"20260310","32","N","exiting","7","230","20.49"
"20260310","32","N","exiting","8","323","22.75"
"20260310","32","N","exiting","9","315","23.69"
"20260310","32","N","exiting","10","317","22.07"
"20260310","32","N","exiting","11","239","21.85"
"20260310","32","N","exiting","12","184","22.94"
"20260310","32","N","exiting","13","284","22.39"
"20260310","32","N","exiting","14","305","21.31"
"20260310","32","N","exiting","15","302","21.31"
"20260310","32","N","exiting","16","287","22.57"
"20260310","32","N","exiting","17","257","23.26"
"20260310","32","N","exiting","18","141","23.1"
"20260310","32","N","exiting","19","107","18.99"
"20260310","32","N","exiting","20","86","20.72"
"20260310","32","N","exiting","21","70","19.85"
"20260310","32","N","exiting","22","38","20.77"
"20260310","32","N","exiting","23","30","26.78"
"20260310","32","N","passing","0","68","83.62"
"20260310","32","N","passing","1","54","81.94"
"20260310","32","N","passing","2","45","110.83"
"20260310","32","N","passing","3","52","104.93"
"20260310","32","N","passing","4","117","93.28"
"20260310","32","N","passing","5","225","102.79"
"20260310","32","N","passing","6","612","61.97"
"20260310","32","N","passing","7","917","60.02"
"20260310","32","N","passing","8","1162","63.37"
"20260310","32","N","passing","9","1044","69.38"
"20260310","32","N","passing","10","868","67.4"
"20260310","32","N","passing","11","748","81.69"
"20260310","32","N","passing","12","672","78.24"
"20260310","32","N","passing","13","816","70.98"
"20260310","32","N","passing","14","821","76.69"
"20260310","32","N","passing","15","818","79.87"
"20260310","32","N","passing","16","837","71.26"
"20260310","32","N","passing","17","717","69.25"
"20260310","32","N","passing","18","407","81.22"
"20260310","32","N","passing","19","317","92.69"
"20260310","32","N","passing","20","237","85.15"
"20260310","32","N","passing","21","256","74.02"
"20260310","32","N","passing","22","133","84.68"
"20260310","32","N","passing","23","91","80.76"
"20260310","32","S","entering","0","23","15.49"
"20260310","32","S","entering","1","13","26.32"
"20260310","32","S","entering","2","16","24.09"
"20260310","32","S","entering","3","13","33.71"
"20260310","32","S","entering","4","17","29.79"
"20260310","32","S","entering","5","42","27.76"
"20260310","32","S","entering","6","142","25.02"
"20260310","32","S","entering","7","307","22.89"
"20260310","32","S","entering","8","392","24.99"
"20260310","32","S","entering","9","364","22.07"
"20260310","32","S","entering","10","344","21.15"
"20260310","32","S","entering","11","265","20.37"
"20260310","32","S","entering","12","180","25.19"
"20260310","32","S","entering","13","309","21.98"
"20260310","32","S","entering","14","356","20.73"
"20260310","32","S","entering","15","323","22.31"
"20260310","32","S","entering","16","330","21.0"
"20260310","32","S","entering","17","252","18.58"
"20260310","32","S","entering","18","139","20.15"
"20260310","32","S","entering","19","110","21.13"
"20260310","32","S","entering","20","73","17.82"
"20260310","32","S","entering","21","67","20.34"
"20260310","32","S","entering","22","37","21.28"
"20260310","32","S","entering","23","21","22.23"
"20260310","32","S","exiting","0","8","28.13"
"20260310","32","S","exiting","1","15","43.27"
"20260310","32","S","exiting","2","10","13.96"
"20260310","32","S","exiting","3","8","81.84"
"20260310","32","S","exiting","4","14","115.11"
"20260310","32","S","exiting","5","33","71.53"
"20260310","32","S","exiting","6","92","49.31"
"20260310","32","S","exiting","7","216","36.59"
"20260310","32","S","exiting","8","264","49.99"
"20260310","32","S","exiting","9","212","52.61"
"20260310","32","S","exiting","10","219","55.75"
"20260310","32","S","exiting","11","250","47.41"
"20260310","32","S","exiting","12","184","44.75"
"20260310","32","S","exiting","13","231","43.12"
"20260310","32","S","exiting","14","218","45.46"
"20260310","32","S","exiting","15","255","37.8"
"20260310","32","S","exiting","16","267","41.3"
"20260310","32","S","exiting","17","229","33.26"
"20260310","32","S","exiting","18","120","36.99"
"20260310","32","S","exiting","19","92","41.76"
"20260310","32","S","exiting","20","82","47.74"
"20260310","32","S","exiting","21","55","37.75"
"20260310","32","S","exiting","22","45","48.62"
"20260310","32","S","exiting","23","24","37.55"
"20260310","32","S","passing","0","66","120.52"
